愛;あい;love
朗らか;ほがらか;brightness, cheerfulness, melodious
牧場;ぼくじょう;farm (livestock), pasture land, meadow, grazing land
牧畜;ぼくちく;stock-farming
保健;ほけん;health preservation, hygiene, sanitation
誇り;ほこり;pride
埃;ほこり;dust
募集;ぼしゅう;recruiting, taking applications
保証;ほしょう;guarantee, security, assurance, pledge, warranty
干す;ほす;to air, dry, desiccate, drain (off), drink up
ポスター;ポスター;poster
ポスト;ポスト;post, post-, mail box
保存;ほぞん;preservation, conservation, storage, maintenance
北極;ほっきょく;North Pole
坊っちゃん;ぼっちゃん;son (of others)
程;ほど;*limit, the more ~ the more;
歩道;ほどう;footpath, walkway, sidewalk
ほどく;ほどく;unfasten
仏;ほとけ;Buddha, merciful person, Buddhist image, the dead
骨;ほね;bone
炎;ほのお;flame, blaze
頬;ほほ, ほお;cheek (face)
ほぼ;ほぼ;almost, roughly, approximately 
微笑む;ほほえむ;to smile
褒める;ほめる;*to praise;
堀;ほり;moat, canal
掘る;ほる;dig, excavate
彫る;ほる;carve, engrave, sculpture, chisel
ぼろ;ぼろ;rag, scrap, tattered clothes, defect
本~;ほん~;this, our, main, head, book 
盆;ぼん;Lantern Festival, Festival of the Dead, tray
盆地;ぼんち;basin (e.g. between mountains)
本当;ほんとう, ほんと;*truth, reality;
本人;ほんにん;the person himself
ほんの~;ほんの~;mere, only, just
本部;ほんぶ;headquarters
本物;ほんもの;genuine article
ぼんやり;ぼんやり;absent-minded, blockhead, dim, faint, vague
本来;ほんらい;essentially, naturally, by nature, in (and of) itself, originally
間;ま;space, room, time, pause
まあ;まあ;(feminine) you might say
マーケット;マーケット;market
まあまあ;まあまあ;so-so
毎~;まい~;each, every
マイク;マイク;mike (microphone)
迷子;まいご;lost (stray) child
枚数;まいすう;the number of flat things
毎度;まいど;each time, common service-sector greeting
マイナス;マイナス;minus
任せる;まかせる;entrust to another, leave to, do something at one's leisure
巻く;まく;wind, coil, roll
蒔く;まく;sow (seeds)
撒く;まく;scatter, sprinkle, sow
幕;まく;curtain, screen
枕;まくら;pillow, bolster
負け;まけ;defeat, loss, losing (a game)
曲げる;まげる;bend, lean, be crooked
孫;まご;grandchild
まごまご;まごまご;confused
まさか;まさか;never! well, I never! you don't say! 
摩擦;まさつ;friction, rubbing, rubdown, chafe
まさに;まさに;correctly, surely
混ざる, 交ざる;まざる;be mixed, be blended with, associate with, mingle with, join
真面目;まじめ;*diligent, serious, honest
混じる. 交じる;まじる;be mixed, be blended with, associate with, mingle with, interest, join 
増す;ます;increase, grow
先ず;まず;*at first
マスク;マスク;mask
貧しい;まずしい;poor, needy
マスター;マスター;proprietor, manager, barowner, master (degree)
ますます;ますます;increasingly, more and more
混ぜる;まぜる;mix, stir
交ぜる;まぜる;be mixed, be blended with
又;また;*again, and
未だ;まだ;*yet, still, more, besides
またぐ;またぐ;straddle
又は;または;*or, the other
街;まち;street
待合室;まちあいしつ;waiting room
待ち合わせる;まちあわせる;rendezvous, meet at a prearranged place and time
間違い;まちがい;mistake
街角;まちかど;street corner 
松;まつ;pine tree, highest (of a three-tier ranking system)
真っ赤;まっか;deep red, flushed (of face)
真っ暗;まっくら;total darkness, pitch dark, shortsightedness
真っ黒;まっくろ;pitch black
真っ青;まっさお;deep blue, ghastly pale
真っ先;まっさき;the head, the foremost, beginning
真っ白;まっしろ;pure white
真っ直ぐ;まっすぐ;*straight (ahead), direct, upright, erect, honest, frank
全く;まったく;really, truly, entirely, completely, wholly, perfectly, indeed
祭;まつり;festival, feast
祭る;まつる;deify, enshrine
窓口;まどぐち;ticket window
纏まる;まとまる;be collected, be settled, be in order
纏める;まとめる;put in order, collect, bring to a conclusion
学ぶ;まなぶ;learn, study (in depth)
間に合う;まにあう;be in time for, serve (suit, meet) the purpose, be good enough, be enough
真似;まね;mimicry, imitation, behavior, pretense
招く;まねく;invite
真似る;まねる;mimic, imitate
まぶしい;まぶしい;dazzling, radiant
まぶた;まぶた;eyelids
マフラー;マフラー;muffler, scarf
ママ;ママ;Mama
豆;まめ;beans, peas, (as a prefix) miniature, tiny
間も無く;まもなく;soon, before long, in a short time 
守る;まもる;protect, obey, guard, abide (by the rules)
迷う;まよう;be puzzled, be perplexed, lose one's way
マラソン;マラソン;marathon
丸;まる;circle
円;まる;circle, money 
まるで;まるで;quite, entirely, completely, at all, as if, as though, so to speak
稀;まれ;rare, seldom
回す;まわす;turn, revolve
回り;まわり;circumference, surroundings, circulation 
回り道;まわりみち;detour, diversion
万一;まんいち;by some chance, by some possibility, if by any chance, 10,000:1 odds
満員;まんいん;full house, no vacancy, sold out, standing room only, full (of people), crowded
マンション;マンション;large apartment, apartment house
満足;まんぞく;satisfaction
満点;まんてん;perfect score
身;み;body, main part, oneself, sword
実;み;fruit, nut, seed, content, good result
未~;み~;not yet
~み;;（接尾）
見上げる;みあげる;look up at, raise one's eyes, admire
見送り;みおくり;seeing one off, farewell, escort
見送る;みおくる;see off, escort, let pass, wait and see
見下ろす;みおろす;overlook, command a view of
見掛け;みかけ;outward appearance
味方;みかた;friend, ally, supporter
三日月;みかづき;new moon, crescent moon 
見事;みごと;splendid, magnificent, beautiful, admirable 
岬;みさき;cape (on coast)
みじめ;みじめ;miserable
ミシン;ミシン;(sewing) machine
ミス;ミス;miss (mistake, error, failure), Miss, myth
自ら;みずから;for one's self, personally
水着;みずぎ;bathing suit, swimsuit
店屋;みせや;store, shop 
味噌;みそ;*miso (bean paste), key (main) point
~みたい;~みたい;
見出し;みだし;heading, caption, subtitle, index
道順;みちじゅん;itinerary, route
満ちる;みちる;be full, rise (tide), mature, expire
密;みつ;mystery
三日;みっか;three days, the third day (of the month)
見付かる;みつかる;*be found, be discovered
見付ける;みつける;*discover, find fault, detect, find out, locate, be familiar 
みっともない;みっともない;shameful, indecent
見詰める;みつめる;stare at, gaze at, watch intently 
認める;みとめる;recognize, appreciate, approve, admit, notice
見直す;みなおす;look again, form a better opinion of
見慣れる;みなれる;become used to seeing, be familiar with
醜い;みにくい;ugly
実る;みのる;bear fruit, ripen
身分;みぶん;social position, social status
見本;みほん;sample
見舞い;みまい;enquiry, expression of sympathy or concern
見舞う;みまう;ask after (health), visit
未満;みまん;less than, insufficient
土産;みやげ;product of the land
都;みやこ;capital
妙;みょう;strange, unusual
明~;みょう~;next
明後日;みょうごにち;day after tomorrow
名字;みょうじ;surname, family name 
未来;みらい;future tense, the future (usually distant), the world to come
ミリ;ミリ;milli-, 1/1000;
魅力;みりょく;charm, fascination, glamour
診る;みる;(medicine) examine 
ミルク;ミルク;milk
民間;みんかん;private, civilian, civil, popular, folk, unofficial
民主~;みんしゅ~;democratic, the head of the nation
民謡;みんよう;folk song, popular song
無;む;nothing, nil, zero 
向かい;むかい;facing, opposite, across the street, other side
向う;むかう;to face, go towards 
迎え;むかえ;meeting, person sent to pick up an arrival
向く;むく;to face
剥く;むく;peel, skin, pare, hull
~向け;~むけ;(intended) for ..., oriented towards ...
向ける;むける;turn towards, point
無限;むげん;infinite
無視;むし;disregard, ignore
無地;むじ;plain, unfigured
蒸し暑い;むしあつい;humid, sultry
虫歯;むしば;cavity, tooth decay, decayed tooth
矛盾;むじゅん;contradiction, inconsistency
寧ろ;むしろ;rather, better, instead
蒸す;むす;to steam, poultice, be sultry
無数;むすう;countless number, infinite number
結ぶ;むすぶ;tie, bind, link
無駄;むだ;futility, uselessness
夢中;むちゅう;daze, (in a) trance, ecstasy, delirium, engrossment
胸;むね;breast, chest
紫;むらさき;purple, violet (color)
無料;むりょう;free, no charge
群れ;むれ;group, crowd, flock, herd, bevy, school, swarm, cluster (of stars), clump
芽;め;sprout
姪;めい;niece
名~;めい~;good, famous, celebrated, talented
~名;~めい;name, fame, prestige
明確;めいかく;clear up, clarify, define
名作;めいさく;masterpiece
名刺;めいし;business card
名詞;めいし;noun
名所;めいしょ;famous place
命じる;めいじる;to order, command, appoint
命ずる;めいずる;to command, appoint
迷信;めいしん;superstition
名人;めいじん;master, expert
名物;めいぶつ;famous product, speciality
銘々;めいめい;each, individual 
命令;めいれい;order, command, decree, directive, (software) instruction
迷惑;めいわく;trouble, bother, annoyance
目上;めうえ;superior(s), senior
メーター;メーター;meter (clock)
恵まれる;めぐまれる;be blessed with, be rich in
巡る;めぐる;go around
目指す;めざす;aim at, have an eye on 
目覚し;めざまし;alarm clock (abbreviation)
飯;めし;meal(s), food
目下;めした;subordinate(s), inferior(s), junior
目印;めじるし;mark, sign, landmark
目立つ;めだつ;be conspicuous, stand out
めちゃくちゃ;めちゃくちゃ;absurd, unreasonable, excessive, messed up, spoiled
めっきり;めっきり;remarkably
滅多に;めったに;rarely (with negative verb), seldom
めでたい;めでたい;happy, propitious, joyous, , simple soul, auspicious
メニュー;メニュー;menu
めまい;めまい;vertigo, dizziness, giddiness
メモ;メモ;memo
目安;めやす;criterion, aim
面;めん;face, surface, facial features, mask, side or facet, corner, page 
綿;めん;raw cotton
免許;めんきょ;license, permit, certificate
免税;めんぜい;tax exemption
面積;めんせき;area
面接;めんせつ;interview
面倒;めんどう;trouble, difficulty, care, attention
面倒臭い;めんどうくさい;bother to do, tiresome
メンバー;メンバー;member
儲かる;もうかる;be profitable, yield a profit
儲ける;もうける;get, earn, gain
申し込む;もうしこむ;apply for, propose, offer, challenge, request
申し訳;もうしわけ;apology, excuse
申し訳ない;もうしわけない;inexcusable
毛布;もうふ;blanket
燃える;もえる;to burn
モーター;モーター;motor
木材;もくざい;lumber, timber, wood
目次;もくじ;table of contents
目的;もくてき;purpose, goal, aim, objective, intention
目標;もくひょう;mark, objective, target
潜る;もぐる;drive, pass through, evade, hide, dive (into or under water), go underground 
文字;もじ, もんじ;letter (of alphabet), character 
もしかしたら;もしかしたら;perhaps, maybe, by some chance
もしかすると;もしかすると;perhaps, maybe, by some chance
もしも;もしも;if
もたれる;もたれる;lean against, lean on, recline on
モダン;モダン;modern
餅;もち;sticky rice cake
~持ち;~もち;person with ..., person responsible for ...
持ち上げる;もちあげる;raise, lift up, flatter
用いる;もちいる;use, make use of
勿論;もちろん;*of course, certainly, naturally
もったいない;もったいない;too good, more than one deserves, wasteful, sacrilegious, unworthy of
最も;もっとも;most, extremely
尤も;もっとも;quite right, plausible, natural, but then, although
モデル;モデル;model
元;もと;origin, original, former 
基;もと;basis
素;もと;
戻す;もどす;restore, put back, return
基づく;もとづく;be grounded on, be based on, be due to, originate from
